customer_id,ITE
1,0.0023707628185623995
2,0.010523300115972018
3,0.0065239866255518645
4,0.0064331973734432545
5,0.0010291300235629633
6,0.003958988386930755
7,0.005016502328120451
8,0.004015128975895961
9,0.012134965634007885
10,0.006367424220072325
11,0.007842673573939437
12,0.005888828490570582
13,0.007930755604785669
14,0.0033431739758733145
15,0.006368871107858497
16,0.0034758525061822213
17,0.001346888133978221
18,0.002138773357103812
19,0.008473787721518328
20,0.006482634853091954
21,0.006232977343944964
22,0.0026378088846609536
23,0.0012907475450130153
24,0.005363287337975536
25,0.0013954231268092187
26,0.006253717786810207
27,0.004634825074384972
28,0.004059789553490007
29,0.007437392009776874
30,0.0015949414739369395
31,0.003829776836396823
32,0.002933330047968197
33,0.0039345669320130245
34,0.004120535724753117
35,0.0010984052751298132
36,0.004010903747004395
37,0.006974079273842786
38,0.011841048953086354
39,0.00436581017121827
40,0.007740690724077714
41,0.010814674387363988
42,0.0013463439171391423
43,0.004580045211646853
44,0.002628627894919508
45,0.0030280011716377667
46,0.0019680952810992415
47,0.0022680712533262185
48,0.011336656498050556
49,0.003749644946506215
50,0.00419190159940273
51,0.003831445479628373
52,0.0024004624957237103
53,0.005984494485096557
54,0.0020179910001573258
55,0.004758973438314253
56,0.0015164990405003194
57,0.0044689955176049016
58,0.005234626963277861
59,0.005828032288238508
60,0.003618849910938398
61,0.00227393640492964
62,0.0012137948960127196
63,0.0037839064900832492
64,0.005591358355117551
65,0.00423361923594108
66,0.004147141052377923
67,0.006062356893109174
68,0.004454314632888963
69,0.004400894861275294
70,0.007752049004495597
71,0.0018651172471836736
72,0.0019721416511955807
73,0.0024020311695245
74,0.0059571509574069086
75,0.00719082827012509
76,0.007425482295386634
77,0.001810337200316165
78,0.006179651272928856
79,0.00671910760479924
80,0.003086605464897456
81,0.004739802304352438
82,0.0033205787587866757
83,0.010990544892311837
84,0.006040620952992645
85,0.005419628602319825
86,0.002712412527316156
87,0.001162517002402471
88,0.004069780148683624
89,0.005743989852620829
90,0.006189842359372166
91,0.005310139996686604
